claimed_penalty,contract_penalty_percentage,prepayment,contract_price,delay,debt_amount,penalty_reduction_ratio,appeal_courts,type_of_contract,judge_gender,year,undefined_contract_price
6596902,0.001,,6500587.0,1265.0,1687659.0,0.9456561579965869,18 апелляция,Поставка,Судья - женщина,2022 год,False
39317,0.0002,,3728136.5,46.0,2820068.0,0.0,18 апелляция,Подряд,Судья - женщина,2022 год,True
696945,0.001,,7151091.0,689.0,1173853.0,0.4260666193171627,18 апелляция,Подряд,Судья - женщина,2022 год,False
231441,0.001,,5093668.0,31.0,2314417.0,0.0,18 апелляция,Подряд,Судья - женщина,2022 год,False
45089,0.0001,,3728136.5,128.0,3071218.0,0.0,18 апелляция,Подряд,Судья - женщина,2022 год,True
39000,0.001,,3728136.5,39.0,1320600.0,0.9,18 апелляция,Услуги,Судья - женщина,2022 год,True
109924,0.001,,100095.0,57.0,100095.0,0.8395891706997562,17 апелляция,Аренда,Судья - женщина,2022 год,False
1022343,0.001,,3728136.5,315.0,4919631.0,0.0,17 апелляция,Подряд,Судья - женщина,2022 год,True
880704,0.002,,3728136.5,72.0,4831306.0,0.5,17 апелляция,Поставка,Судья - женщина,2022 год,True
1287739,0.0004,,46224831.0,8.0,1001928.0,0.6117225617924129,17 апелляция,Подряд,Судья - женщина,2022 год,False
31122,0.0005,,546000.0,113.0,546000.0,0.0,17 апелляция,Поставка,Судья - женщина,2022 год,False
35000,0.001,,50000.0,13.0,900000.0,0.0,17 апелляция,Услуги,Судья - женщина,2022 год,False
64132,0.001,,4198047.0,29.0,2990119.0,0.0,17 апелляция,Поставка,Судья - женщина,2022 год,False
1543103,0.001,,3728136.5,58.0,8012460.0,0.0,17 апелляция,Купля-продажа,Судья - женщина,2022 год,True
228940,0.01,,110902.0,231.0,77902.0,0.8997684982964969,17 апелляция,Услуги,Судья - женщина,2022 год,False
56686,0.005,,247256.0,940.0,247256.0,0.0,17 апелляция,Аренда,Судья - мужчина,2022 год,False
7100545,0.005,,26396080.0,268.0,1001928.0,0.750000035208565,17 апелляция,Подряд,Судья - женщина,2022 год,False
706944,0.0003,,802261.0,1005.0,538791.0,0.0,7 апелляция,Аренда,Судья - мужчина,2022 год,False
75365,0.001,,3076139.0,49.0,1538069.0,0.0,7 апелляция,Поставка,Судья - женщина,2022 год,False
400000,0.001,,5900000.0,134.0,1001928.0,0.0,7 апелляция,Подряд,Судья - женщина,2022 год,False
150384,0.001,,384811.0,207.0,384811.0,0.7253165230343653,7 апелляция,Аренда,Судья - женщина,2022 год,False
341241,0.001,,6552726.0,864.0,300000.0,0.0,7 апелляция,Поставка,Судья - женщина,2022 год,False
89291,0.0005,,955000.0,128.0,955000.0,0.0,7 апелляция,Поставка,Судья - женщина,2022 год,False
11352547,0.001,,29260380.0,457.0,13494074.0,0.9829640872660558,7 апелляция,Подряд,Судья - женщина,2022 год,False
174573,0.005,,213297.0,21.0,213297.0,0.8000034369576051,7 апелляция,Аренда,Судья - мужчина,2022 год,False
777397,0.005,,926801.0,470.0,926801.0,0.8000005145376172,7 апелляция,Поставка,Судья - женщина,2021 год,False
24030,0.001,,228864.0,104.0,228864.0,0.1260923845193508,9 апелляция,Услуги,Судья - женщина,2022 год,False
1380143,0.001,,74565001.0,56.0,1000000.0,0.0,9 апелляция,Поставка,,2022 год,False
557174,0.002,,107800.0,27.0,107800.0,0.5,9 апелляция,Купля-продажа,Судья - женщина,2022 год,False
197710,0.003,,647273.0,396.0,224926.0,0.5,9 апелляция,Банковская гарантия,Судья - женщина,2022 год,False
693366,0.0001,,719224779.0,29.0,30277998.0,0.0,9 апелляция,Подряд,Судья - женщина,2022 год,False
17565,0.001,,3728136.5,73.0,258308.0,0.20324508966695132,9 апелляция,Услуги,Судья - женщина,2022 год,True
358667,0.003,,1714098.0,429.0,287426.0,0.19862713882236172,9 апелляция,Банковская гарантия,Судья - женщина,2022 год,False
7999852,0.0005,,15000000.0,77.0,102906.0,0.5294869205080295,9 апелляция,Подряд,Судья - мужчина,2022 год,False
311408,0.001,,7730024.0,53.0,6228175.0,0.0,9 апелляция,Поставка,Судья - женщина,2022 год,False
118936,0.001,,8168529.0,95.0,5784087.0,0.0,3 апелляция,Поставка,Судья - женщина,2022 год,False
1839672,0.0003,,113860000.0,54.0,1001928.0,0.0,3 апелляция,Поставка,Судья - мужчина,2022 год,False
161984,0.001,,10124000.0,15.0,1001928.0,0.5,3 апелляция,Поставка,Судья - женщина,2022 год,False
986050,0.001,,26650000.0,36.0,250000.0,0.49292632219461485,3 апелляция,Подряд,Судья - женщина,2022 год,False
360001,0.002,,3728136.5,89.0,1001928.0,0.5000013888850309,3 апелляция,Подряд,Судья - женщина,2021 год,True
632400,0.01,,63240000.0,135.0,1001928.0,0.9,3 апелляция,Подряд,Судья - женщина,2021 год,False
180000,0.005,,3000000.0,11.0,3000000.0,0.8,3 апелляция,Поставка,Судья - женщина,2022 год,False
52761,0.01,,5014430.0,291.0,502399.0,0.5209340232368606,3 апелляция,Подряд,Судья - женщина,2022 год,False
1047788,0.001,10000000.0,38578411.0,110.0,6809759.0,0.04560846278063879,3 апелляция,Подряд,Судья - женщина,2022 год,False
473783,0.003,,1122210.0,173.0,1003856.0,0.6666680737806127,11 апелляция,Аренда,Судья - женщина,2023 год,False
951537,0.005,,1826500.0,42.0,1236900.0,0.8000004203725131,11 апелляция,Услуги,Судья - мужчина,2023 год,False
84564,0.05,,261000.0,115.0,261000.0,0.6419753086419753,,Услуги,Судья - мужчина,2023 год,False
38021,0.001,,1241800.0,33.0,891800.0,0.07038215722889984,11 апелляция,Поставка,Судья - женщина,2023 год,False
1581887,0.005,,1797500.0,50.0,1797500.0,0.8000002528625623,11 апелляция,Услуги,Судья - мужчина,2023 год,False
777932,0.005,,4229599.0,195.0,877909.0,0.8855915427055321,11 апелляция,Аренда,Судья - женщина,2023 год,False
529605,0.001,,2491810.0,472.0,2491810.0,0.6459266812058043,11 апелляция,Аренда,Судья - женщина,2023 год,False
354944,0.001,,5042863.0,176.0,1001928.0,0.4365308330328165,11 апелляция,Подряд,Судья - мужчина,2023 год,False
10953,0.005,,34006.0,99.0,21906.0,0.6320642746279559,11 апелляция,Поставка,Судья - женщина,2023 год,False
1055207,0.003,,5546581.0,72.0,4818301.0,0.666667298454237,11 апелляция,Поставка,Судья - женщина,2023 год,False
1037734,0.001,,1890013.0,602.0,1338684.0,0.30741982049349836,11 апелляция,Аренда,Судья - женщина,2023 год,False
647556,0.001,,19112360.0,110.0,3885196.0,0.5,11 апелляция,Услуги,Судья - мужчина,2023 год,False
2599730,0.001,,40704994.0,473.0,21938652.0,0.4230170056121213,13 апелляция,Подряд,Судья - женщина,2023 год,False
73556,0.002,,1128000.0,2.0,1128000.0,0.5,11 апелляция,Аренда,Судья - женщина,2023 год,False
2454457,0.001,,2326500.0,1054.0,2326500.0,0.5000002037110449,11 апелляция,Аренда,Судья - женщина,2023 год,False
325438,0.005,,282673.0,575.0,263600.0,0.9737215690853558,11 апелляция,Поставка,Судья - мужчина,2023 год,False
23818,0.003,,41787.0,70.0,41787.0,0.6666806616844403,11 апелляция,Поставка,Судья - мужчина,2023 год,False
904800,0.001,,47910000.0,157.0,12900000.0,0.5,5 апелляция,Поставка,Судья - женщина,2022 год,False
12933787,0.001,,5598078.0,4017.0,247645.0,0.9721659247983595,5 апелляция,Аренда,Судья - женщина,2023 год,False
1573148,0.001,,3608773.0,792.0,23713.0,0.9849264023473951,5 апелляция,Аренда,Судья - женщина,2022 год,False
2573482,0.006999999999999999,,2172484.0,324.0,2172484.0,0.8575210551307528,5 апелляция,Аренда,Судья - женщина,2023 год,False
3204000,0.03,,1050000.0,171.0,560000.0,0.968789013732834,5 апелляция,Аренда,Судья - женщина,2022 год,False
155812,0.003,,2371261.0,170.0,258971.0,0.5,5 апелляция,Аренда,Судья - женщина,2022 год,False
3188943,0.001,,803035.0,643.0,803035.0,0.7740599314569122,5 апелляция,Поставка,Судья - женщина,2023 год,False
59423,0.001,,187636.0,971.0,121112.0,0.6970869865203708,5 апелляция,Аренда,Судья - женщина,2023 год,False
1399842,0.001,,1214272.0,16.0,1214272.0,0.4285069314965546,5 апелляция,Аренда,Судья - женщина,2023 год,False
9688085,0.001,,10886399.0,2242.0,7481373.0,0.9587121706715,5 апелляция,Аренда,Судья - женщина,2023 год,False
1129462,0.001,,11182000.0,100.0,1001928.0,0.6666669617924286,5 апелляция,Поставка,Судья - женщина,2022 год,False
897792,0.001,,3728136.5,167.0,5344264.0,0.4335993192187054,5 апелляция,Поставка,Судья - женщина,2022 год,True
1234347,0.004,,3728136.5,22.0,795327.0,0.5000004050724796,5 апелляция,Поставка,Судья - женщина,2022 год,True
342267,0.001,,696101.0,1530.0,355374.0,0.749347731449424,5 апелляция,Аренда,Судья - женщина,2022 год,False
243519,0.006500000000000001,,1285904.0,1096.0,246450.0,0.8293685502979233,5 апелляция,Аренда,Судья - женщина,2022 год,False
727589,0.003,,5255397.0,46.0,5255397.0,0.666668957337178,5 апелляция,Поставка,Судья - женщина,2022 год,False
2668284,0.001,,3728136.5,433.0,1830128.0,0.31411798744061725,5 апелляция,Поставка,Судья - женщина,2022 год,True
2121322,0.005,,4727543.0,229.0,1001928.0,0.9151472525151768,5 апелляция,Аренда,Судья - женщина,2023 год,False
2800203,0.003,,3728136.5,854.0,1001928.0,0.6666666666666667,15 апелляция,Поставка,Судья - женщина,2023 год,True
497645,0.001,,654900.0,954.0,27300.0,0.6616001366435913,15 апелляция,Услуги,Судья - женщина,2022 год,False
81795,0.003,,148180.0,183.0,148180.0,0.6666666666666667,15 апелляция,Поставка,Судья - мужчина,2022 год,False
33175,0.002,,837978.0,30.0,792961.0,0.5228334589299171,15 апелляция,Поставка,Судья - женщина,2022 год,False
2272274,0.005,,4547788.0,454.0,600.0,0.8000003520702169,15 апелляция,Поставка,Судья - мужчина,2023 год,False
29488,0.005,,3728136.5,406.0,14840.0,0.8000203472599023,15 апелляция,Поставка,Судья - женщина,2023 год,True
1819604,0.003,,5896752.0,22.0,2739515.0,0.6666670330467508,15 апелляция,Поставка,Судья - женщина,2022 год,False
512960,0.005,,9690451.0,71.0,711799.0,0.9412917186525265,15 апелляция,Поставка,Судья - женщина,2023 год,False
919716,0.002,,30657225.0,14.0,1001928.0,0.5,15 апелляция,Поставка,Судья - мужчина,2022 год,False
151152,0.0001,,4577159.0,80.0,4077159.0,,15 апелляция,Поставка,Судья - женщина,2022 год,False
295828,0.01,,3728136.5,51.0,350000.0,0.9000027042741052,15 апелляция,Поставка,Судья - мужчина,2022 год,True
45890,0.005,,165745.0,69.0,131115.0,0.8,15 апелляция,Поставка,Судья - женщина,2023 год,False
1115287,0.1,,11152876.0,106.0,11152876.0,0.9000006276411363,15 апелляция,Поставка,Судья - мужчина,2022 год,False
3344,0.001,,2816528.0,483.0,6923.0,0.0,15 апелляция,Поставка,Судья - мужчина,2022 год,False
1777170,0.01,,6213801.0,36.0,4349660.0,0.9,15 апелляция,Подряд,Судья - женщина,2023 год,False
294744,0.005,,149886.0,392.0,149886.0,0.7957312108134517,15 апелляция,Поставка,Судья - мужчина,2022 год,False
603526,0.1,,6035268.0,9.0,6035268.0,0.9000009941576668,15 апелляция,Поставка,Судья - женщина,2023 год,False
77298,0.003,,48341.0,533.0,48341.0,0.6666666666666667,15 апелляция,Поставка,Судья - мужчина,2022 год,False
18020319,0.001,,18020319.0,122.0,1001928.0,0.3340850403369663,13 апелляция,Подряд,Судья - женщина,2021 год,True
1000000,0.001,,90000145.0,95.0,250224.0,0.52,13 апелляция,Подряд,Судья - мужчина,2021 год,False
126939,0.001,,321180.0,380.0,321180.0,0.0,,Подряд,Судья - женщина,2023 год,False
59118,0.005,,716575.0,80.0,182464.0,0.5,,Поставка,Судья - женщина,2023 год,False
24560,0.001,,284000.0,119.0,284000.0,0.0,,Аренда,Судья - мужчина,2023 год,False
659461841,0.001,,9995762.0,954.0,9995762.0,0.9927213377612246,5 апелляция,Аренда,Судья - женщина,2023 год,False
25395061,0.001,,155793581.0,162.0,1001928.0,0.6932515342254937,5 апелляция,Поставка,Судья - женщина,2023 год,False
535261,0.001,,677546.0,357.0,677546.0,0.6450329839087847,5 апелляция,Поставка,Судья - мужчина,2023 год,False
231750,0.005,,75000.0,617.0,75000.0,0.6763754045307444,5 апелляция,Аренда,Судья - женщина,2023 год,False
137111,0.001,,7717320.0,81.0,1001928.0,0.9741960892999103,10 апелляция,Подряд,Судья - мужчина,2023 год,False
2349588,0.001,,47373462.0,60.0,47373462.0,0.0,13 апелляция,Аренда,Судья - мужчина,2023 год,False
8790170,0.001,,61902672.0,141.0,61902672.0,0.0,17 апелляция,Банковская гарантия,Судья - женщина,2023 год,False
58333,0.001,,4832250.0,30.0,1032250.0,0.0,15 апелляция,Подряд,Судья - женщина,2023 год,False
343327,0.001,,50000.0,88.0,3857614.0,0.0,4 апелляция,Поставка,Судья - женщина,2023 год,False
597791,0.001,,7573984.0,143.0,4180359.0,0.5817936369065443,4 апелляция,Подряд,Судья - женщина,2023 год,False
441566,,,11299580.0,79.0,2519580.0,0.0,15 апелляция,Подряд,Судья - женщина,2022 год,False
6691,0.0001,,859878.0,164.0,49000.0,0.0,4 апелляция,Подряд,Судья - женщина,2023 год,False
64391,0.001,,858553.0,58.0,858553.0,0.0,4 апелляция,Подряд,Судья - женщина,2023 год,False
6178300,0.01,,3862500.0,389.0,3862500.0,0.9,10 апелляция,Услуги,Судья - женщина,2023 год,False
55105,0.001,,530121.0,17.0,530121.0,0.0,13 апелляция,Подряд,Судья - женщина,2023 год,False
718894,,,125895115.0,25.0,23523532.0,0.0,10 апелляция,Поставка,Судья - женщина,2023 год,False
219047,0.001,,3847500.0,61.0,3847500.0,0.0,4 апелляция,Поставка,Судья - мужчина,2023 год,False
495362,0.0005,,5700000.0,56.0,1001928.0,0.0,12 апелляция,Аренда,Судья - женщина,2023 год,False
38446,,,1445500.0,41.0,1001928.0,0.4999479789835093,15 апелляция,Подряд,Судья - женщина,2023 год,False
71500,1.0,,236500.0,24.0,44000.0,0.9933146853146854,15 апелляция,Аренда,Судья - женщина,2023 год,False
60852,0.002,,1628898.0,59.0,1020401.0,0.0,13 апелляция,Поставка,Судья - женщина,2023 год,False
2924830,0.001,,9656409.0,577.0,1042834.0,0.6580997869961673,13 апелляция,Подряд,Судья - женщина,2023 год,False
1442937,0.001,,2776859.0,721.0,903404.0,0.37391306758368525,17 апелляция,Аренда,Судья - женщина,2023 год,False
164685,0.001,,3011281.0,201.0,700469.0,0.0,17 апелляция,Подряд,Судья - женщина,2023 год,False
16083,0.001,,696555.0,241.0,496555.0,0.0,15 апелляция,Услуги,Судья - мужчина,2022 год,False
75435,0.001,,429960.0,399.0,429960.0,0.0,17 апелляция,Аренда,Судья - женщина,2023 год,False
872894,0.001,,17542241.0,10.0,5922032.0,0.13506107270756817,5 апелляция,Поставка,Судья - женщина,2023 год,False
274983,0.0005,,5892387.0,268.0,2184903.0,0.0,10 апелляция,Услуги,Судья - женщина,2023 год,False
2457900,0.001,,16623468.0,238.0,16623468.0,0.0,17 апелляция,Поставка,Судья - женщина,2023 год,False
956869,0.001,,1408101.0,821.0,1408101.0,0.0,13 апелляция,Аренда,Судья - мужчина,2023 год,False
